,Unnamed: 0.1,Unnamed: 0,Price,Close,High,Low,Open,Volume,MA_5,MA_15,MA_19,MA_20,MA_25,MA_30,Normalised Close,Return Ratio,Percentage Change Open,Percentage Change High,Percentage Change Low,Sector,Sector Encoded,Stock Movement Label
0,0,0,Ticker,GRANULES.NS,GRANULES.NS,GRANULES.NS,GRANULES.NS,GRANULES.NS,,,,,,,,,,,,,,
1,1,1,Date,,,,,,,,,,,,,,,,,,,
2,2,2,2020-01-10,126.19722747802734,134.33582419930184,125.60890437847713,131.29610248442125,1646576,,,,,,,-2.0027320828781217,,0.0404040176499258,0.0644910897324708,-0.0046619336360035,Healthcare,11.0,
3,3,3,2020-01-13,128.89376831054688,129.97238326024944,124.138084825244,126.49141497209365,895010,,,,,,,-1.978101233225553,0.0213676709576605,-0.0186382427167866,0.0083682474633206,-0.0368961474835998,Healthcare,11.0,
4,4,4,2020-01-14,128.55056762695312,130.4626439267012,127.47195281065486,128.45250629381374,562181,,,,,,,-1.9812361104491096,-0.0026626631224472,-0.0007628230271526,0.0148741179058564,-0.008390587736869,Healthcare,11.0,
5,5,5,2020-01-15,134.53192138671875,137.08136617172926,128.45249339406746,129.13887777093728,3521568,,,,,,,-1.926600992968632,0.0465291897980815,-0.0400874644485221,0.0189504822255679,-0.0451894831352007,Healthcare,11.0,1.0
6,6,6,2020-01-16,141.93508911132812,143.65105737346855,132.71789414522485,135.70856971816772,4956798,132.02171478271484,,,,,,-1.858978686279056,0.0550290789598447,-0.0438687813714377,0.0120898100172712,-0.0649395087840025,Healthcare,11.0,1.0
7,7,7,2020-01-17,139.28761291503906,143.40593418644337,136.8362294246725,143.16079583740674,2038757,134.6397918701172,,,,,,-1.883161367795738,-0.0186527250792261,0.0278070880913883,0.0295670317353802,-0.0175994364399211,Healthcare,11.0,0.0
8,8,8,2020-01-20,144.3374481201172,149.63244511370743,138.30705108631173,140.02301942494574,7308893,137.72852783203126,,,,,,-1.837034963846457,0.0362547329184136,-0.0298912635034325,0.0366848455653987,-0.041779850706429,Healthcare,11.0,1.0
9,9,9,2020-01-21,137.22845458984375,149.87760327991268,135.41443965477322,144.82774395220517,10078581,139.46410522460937,,,,,,-1.9019702130047795,-0.0492525926075494,0.0553769215362411,0.0921758444914024,-0.0132189416582177,Healthcare,11.0,0.0
10,10,10,2020-01-22,146.3476104736328,146.98496426641628,139.04248986116312,139.18956690194113,4752154,141.82724304199218,,,,,,-1.8186736595748527,0.0664523688694514,-0.048911243227858,0.0043550679831447,-0.0499162274589092,Healthcare,11.0,1.0
11,11,11,2020-01-23,156.69247436523438,157.96719708721272,146.20055342967916,147.03401504485112,6136199,144.77872009277343,,,,,,-1.724181195705042,0.0706869340614575,-0.0616395864543587,0.0081351879031987,-0.0669586779968743,Healthcare,11.0,1.0
12,12,12,2020-01-24,151.642578125,155.90799142232046,151.00522439646133,155.90799142232046,1720185,147.2497131347656,,,,,,-1.7703081571640549,-0.0322280713269201,0.0281280716145859,0.0281280716145859,-0.0042029998198348,Healthcare,11.0,0.0
13,13,13,2020-01-27,148.55384826660156,155.4177224439363,147.18107941595795,150.024678447459,2147348,148.0929931640625,,,,,,-1.7985213552889008,-0.0203684868497314,0.0099009900990099,0.0462046204620463,-0.0092408838051772,Healthcare,11.0,0.0
14,14,14,2020-01-28,148.9460906982422,151.39747477795032,146.00442980259243,149.0441520462549,1139726,150.4365203857422,,,,,,-1.7949385189956075,0.0026404057263914,0.0006583680548648,0.0164581968430075,-0.019749836211609,Healthcare,11.0,1.0
15,15,15,2020-01-29,150.2698211669922,152.034820427597,148.259683535805,150.02468279640982,1011987,151.22096252441406,,,,,,-1.782847247925983,0.0088873126011196,-0.0016313213703099,0.0117455337798226,-0.0133768551501325,Healthcare,11.0,1.0
16,16,16,2020-01-30,143.5911407470703,150.12248425265344,142.5107786164094,150.12248425265344,1591316,148.60069580078124,141.80037689208984,,,,,-1.8438519140956195,-0.0444445888605934,0.0454856996859422,0.0454856996859422,-0.0075238773439646,Healthcare,11.0,0.0
17,17,17,2020-01-31,143.44383239746094,145.35903287383536,142.90364380502058,144.72063771054573,891768,146.96094665527343,142.9501505533854,,,,,-1.845197463834025,-0.0010258874526865,0.0089010819896875,0.0133515707462952,-0.0037658544352299,Healthcare,11.0,0.0
18,18,18,2020-02-03,143.00184631347656,144.22954068434603,135.7338866460272,135.7338866460272,1582734,145.85054626464844,143.89068908691405,,,,,-1.8492346705589733,-0.0030812484342979,-0.0508242365732618,0.008585164475277,-0.0508242365732618,Healthcare,11.0,0.0
19,19,19,2020-02-04,143.3947296142578,145.8501188199814,142.95276255452885,143.1000799122697,876242,144.74027404785156,144.88029988606772,,,,,-1.8456459804134933,0.0027474001973373,-0.0020548154229986,0.0171232876712328,-0.0030821708783711,Healthcare,11.0,1.0
20,20,20,2020-02-05,150.908203125,151.84126294149755,144.2786527731789,144.8679521323873,1881971,144.86795043945312,145.97205200195313,142.5133823595549,,,,-1.7770161142605931,0.052397138520739,-0.0400259950587937,0.0061829628686564,-0.0439310137854449,Healthcare,11.0,1.0
21,21,21,2020-02-06,158.22531127929688,159.60032345600666,150.36806458607808,151.59575938189352,2768062,147.79478454589844,147.05806681315104,144.19907098067435,143.298978805542,,,-1.7101798962932675,0.0484871465087685,-0.0418994397533588,0.0086902162845654,-0.0496585952632402,Healthcare,11.0,1.0
