Date_Ticker,Close_GODREJIND.NS,High_GODREJIND.NS,Low_GODREJIND.NS,Open_GODREJIND.NS,Volume_GODREJIND.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,447.1000061035156,453.7000122070313,442.0,445.0499877929688,57058.0,,,-0.5879928988080807,,-0.0045851448950153,0.0147618117052485,-0.0114068576020883,Diversified,7.0
2020-01-13,436.5499877929688,448.8500061035156,430.1000061035156,446.8999938964844,66313.0,,,-0.6377514362965713,-0.0235965514795905,0.0237086390858498,0.0281755094593658,-0.0147748983388175,Diversified,7.0
2020-01-14,443.1499938964844,445.0,435.1499938964844,437.0499877929688,55536.0,,,-0.6066228977993688,0.0151185575262131,-0.0137651047896449,0.0041746725239666,-0.0180525783824533,Diversified,7.0
2020-01-15,449.75,450.4500122070313,442.75,442.75,48876.0,,,-0.5754943593021664,0.0148933909385482,-0.0155642023346302,0.0015564473752778,-0.0155642023346302,Diversified,7.0
2020-01-16,441.75,453.9500122070313,439.25,449.8999938964844,78919.0,,,-0.6132258862237809,-0.0177876598110061,0.0184493353627264,0.0276174583068053,-0.0056593095642332,Diversified,7.0
2020-01-17,437.7999877929688,446.5,435.0,442.7999877929688,69815.0,,,-0.6318558852150691,-0.0089417367448358,0.0114207403823969,0.0198721161480375,-0.0063955867314753,Diversified,7.0
2020-01-20,433.2999877929688,439.7000122070313,431.0,433.25,36523.0,,,-0.6530798691084773,-0.0102786663441571,-0.0001153653228179,0.0147704237118981,-0.0053080726004259,Diversified,7.0
2020-01-21,437.4500122070313,439.0,431.3500061035156,433.2999877929688,35746.0,,,-0.6335065243704077,0.0095777164342902,-0.0094868540364754,0.0035432340832468,-0.0139444643577439,Diversified,7.0
2020-01-22,436.0,444.0,432.6499938964844,437.75,49550.0,,,-0.6403454211986913,-0.0033146923455679,0.0040137614678898,0.0183486238532109,-0.0076835002374211,Diversified,7.0
2020-01-23,430.8999938964844,441.0,426.5,436.0,73852.0,,,-0.6643992983980911,-0.011697261705311,0.011835707068357,0.0234393275622601,-0.010211171870059,Diversified,7.0
2020-01-24,439.7999877929688,442.0,429.0,430.0,90451.0,,,-0.6224230034846654,0.0206544303145718,-0.0222828287061753,0.0050023016555127,-0.0245565895696493,Diversified,7.0
2020-01-27,436.3500061035156,442.8500061035156,435.0,438.0,62540.0,,,-0.6386946381090002,-0.0078444333451804,0.0037813541272024,0.0148962986343077,-0.0030938606270933,Diversified,7.0
2020-01-28,427.1000061035156,439.5,422.3999938964844,436.3500061035156,55969.0,,,-0.6823217161121169,-0.0211985788257457,0.0216576910976631,0.0290329986403208,-0.0110044770308247,Diversified,7.0
2020-01-29,430.2999877929688,441.8999938964844,425.8500061035156,427.7999877929688,82334.0,,,-0.6672291917040827,0.0074923475619842,-0.0058099002345378,0.0269579512725823,-0.0103415798644971,Diversified,7.0
2020-01-30,425.5,434.4500122070313,423.5499877929688,431.0,42555.0,,,-0.6898680502833103,-0.0111549800816591,0.0129259694477086,0.0210341062444918,-0.0045828724019535,Diversified,7.0
2020-01-31,414.3500061035156,427.3999938964844,412.0,427.3999938964844,88259.0,,,-0.74245633714344,-0.0262044509905625,0.0314950829027103,0.0314950829027103,-0.0056715483743193,Diversified,7.0
2020-02-03,400.1499938964844,413.3999938964844,398.3999938964844,410.0,142429.0,,,-0.8094298550030466,-0.0342705731817552,0.024615784715128,0.0331125832865255,-0.0043733600567109,Diversified,7.0
2020-02-04,405.6000061035156,417.1499938964844,401.4500122070313,402.0,99203.0,,,-0.7837251947139559,0.0136199232541813,-0.0088757545595224,0.0284763008362012,-0.0102317402219792,Diversified,7.0
2020-02-05,415.1000061035156,423.1499938964844,405.6499938964844,406.0,166964.0,,,-0.7389190064945386,0.0234220903773247,-0.0219224427119046,0.0193928876767139,-0.0227656277236349,Diversified,7.0
2020-02-06,425.4500122070313,428.0,414.6499938964844,415.8500061035156,86509.0,430.67249908447263,,-0.6901038147528293,0.024933765240501,-0.0225643573347557,0.0059936249143364,-0.0253849289003931,Diversified,7.0
2020-02-07,431.8999938964844,435.2000122070313,426.0499877929688,426.9500122070313,129983.0,429.9124984741211,,-0.6596828575328892,0.015160374907486,-0.011460944106055,0.0076407000629359,-0.0135448163607007,Diversified,7.0
2020-02-10,425.8500061035156,433.9500122070313,420.25,431.8999938964844,395159.0,429.3774993896485,,-0.6882172671936192,-0.0140078441270336,0.0142068514882165,0.0190207960254125,-0.0131501843918122,Diversified,7.0
2020-02-11,441.8999938964844,443.1000061035156,425.0,430.0,161857.0,429.3149993896485,,-0.6125184488808711,0.0376892980226171,-0.0269291560553222,0.0027155741652089,-0.0382439333104929,Diversified,7.0
2020-02-12,429.5499877929688,442.0,425.2999877929688,442.0,79248.0,428.30499877929685,,-0.670766522352984,-0.0279475136322555,0.0289838495188872,0.0289838495188872,-0.0098940754761431,Diversified,7.0
2020-02-13,435.25,443.1000061035156,420.0,429.6000061035156,683448.0,427.97999877929686,,-0.6438827518475927,0.0132697296450128,-0.0129810313532093,0.018035625740415,-0.0350373348650201,Diversified,7.0
2020-02-14,410.25,426.0,405.7000122070313,426.0,422661.0,426.6024993896484,,-0.7617937734776379,-0.0574382538770821,0.0383912248628883,0.0383912248628883,-0.0110907685386197,Diversified,7.0
2020-02-17,409.8500061035156,420.0,406.0,408.1000061035156,559445.0,425.4300003051758,,-0.7636803210368481,-0.0009750003570612,-0.004269854761349,0.0247651427237525,-0.0093936953670392,Diversified,7.0
2020-02-18,417.5499877929688,420.0,403.0,409.4500122070313,199603.0,424.4349990844727,,-0.7273638127354057,0.0187873162737207,-0.0193988164836294,0.0058675901776006,-0.0348460979962547,Diversified,7.0
2020-02-19,414.4500122070313,419.8500061035156,412.5,419.8500061035156,112705.0,423.3574996948242,,-0.7419846642700493,-0.0074242023148484,0.0130293008503685,0.0130293008503685,-0.0047050600786499,Diversified,7.0
