Date_Ticker,Close_STARHEALTH.NS,High_STARHEALTH.NS,Low_STARHEALTH.NS,Open_STARHEALTH.NS,Volume_STARHEALTH.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2021-12-10,906.8499755859376,940.0,828.0,845.0,13464811.0,,,3.495923091341642,,-0.0682030956068281,0.0365551362480254,-0.0869493055176967,Financial Services,9.0
2021-12-13,897.0499877929688,924.5999755859376,887.3499755859375,901.0,2037074.0,,,3.3811403440431724,-0.0108066251935847,0.004403335667781,0.0307117643028462,-0.0108132348687685,Financial Services,9.0
2021-12-14,861.5,903.9500122070312,852.3499755859375,890.0999755859375,925078.0,,,2.9647596962803573,-0.0396298849303071,0.0331978822819936,0.0492745353534895,-0.0106210382055281,Financial Services,9.0
2021-12-15,807.8499755859375,866.5499877929688,801.0499877929688,862.9500122070312,860199.0,,,2.336381648779692,-0.0622751299060504,0.0682057786547922,0.0726620213913553,-0.0084173893649457,Financial Services,9.0
2021-12-16,833.9500122070312,848.5999755859375,795.0,805.0,1029500.0,,,2.642079367108406,0.0323080242741398,-0.0347143255390279,0.0175669562497342,-0.0467054519298475,Financial Services,9.0
2021-12-17,819.3499755859375,847.0,801.6500244140625,829.5,451968.0,,,2.47107585675406,-0.0175070884434128,0.0123878985982808,0.0337462930834766,-0.0216024308284348,Financial Services,9.0
2021-12-20,796.7000122070312,819.3499755859375,786.3499755859375,803.5,349122.0,,,2.205787258669693,-0.0276438201669667,0.0085351922791256,0.028429726411276,-0.0129911340059125,Financial Services,9.0
2021-12-21,798.25,809.7000122070312,795.3499755859375,797.0,284499.0,,,2.223941552421333,0.0019455099400274,-0.001565925461948,0.0143438925236847,-0.003632977656201,Financial Services,9.0
2021-12-22,799.9000244140625,810.2000122070312,794.2000122070312,798.25,220739.0,,,2.2432675290813786,0.002067052194253,-0.0020627883031647,0.0128765939224888,-0.007125905779546,Financial Services,9.0
2021-12-23,799.0999755859375,805.0,797.5499877929688,803.0,188042.0,,,2.2338969253209338,-0.0010001860278864,0.0048805212529292,0.0073833369970213,-0.0019396669256962,Financial Services,9.0
2021-12-24,787.5499877929688,802.5499877929688,784.6500244140625,799.1500244140625,190376.0,,,2.0986172333307125,-0.0144537456461561,0.0147292702696901,0.0190464100469813,-0.0036822594423918,Financial Services,9.0
2021-12-27,796.2000122070312,801.9000244140625,784.0,784.0,420859.0,,,2.1999309887577643,0.0109834607937755,-0.0153227983169873,0.0071590204969114,-0.0153227983169873,Financial Services,9.0
2021-12-28,793.8499755859375,800.0,792.0,800.0,507997.0,,,2.172406091245678,-0.002951565668254,0.0077470864813256,0.0077470864813256,-0.0023303843834876,Financial Services,9.0
2021-12-29,788.4000244140625,811.2000122070312,784.5499877929688,791.2000122070312,237093.0,,,2.1085733211070106,-0.0068652155186531,0.0035514811089074,0.0289193139103638,-0.0048833542641695,Financial Services,9.0
2021-12-30,790.7000122070312,796.4500122070312,787.8499755859375,788.9000244140625,117938.0,,,2.1355120197265447,0.002917285288871,-0.00227644841935,0.0072720373229164,-0.003604447422656,Financial Services,9.0
2021-12-31,787.6500244140625,792.0,784.25,792.0,113435.0,,,2.099788916239117,-0.0038573260982449,0.0055227264027237,0.0055227264027237,-0.0043166689629595,Financial Services,9.0
2022-01-03,779.5,797.5999755859375,774.0,789.0,231314.0,,,2.0043314307239943,-0.0103472661225718,0.0121872995509941,0.0232199815085791,-0.0070558050032072,Financial Services,9.0
2022-01-04,773.5999755859375,792.0,770.3499755859375,783.0,232422.0,,,1.9352271598125528,-0.007568985778143,0.0121510143623553,0.0237849340676699,-0.0042011376713635,Financial Services,9.0
2022-01-05,761.7000122070312,779.5,753.8499755859375,774.0,427959.0,,,1.79584836483466,-0.0153825798273752,0.0161480735143084,0.0233687639591775,-0.0103059426221462,Financial Services,9.0
2022-01-06,780.4000244140625,787.0,755.0,755.0,695515.0,808.0024993896484,,2.014873002516146,0.0245503635385902,-0.0325474418496248,0.00845716988655,-0.0325474418496248,Financial Services,9.0
2022-01-07,766.9500122070312,771.1500244140625,762.5499877929688,765.0,1692011.0,801.0075012207031,,1.857339198909915,-0.017234766512379,-0.0025425545028935,0.0054762528720027,-0.0057370419767002,Financial Services,9.0
2022-01-10,794.7999877929688,804.0,767.0,767.0,377827.0,795.8950012207031,,2.183533147053684,0.0363126346471973,-0.034977337971739,0.0115752545902501,-0.034977337971739,Financial Services,9.0
2022-01-11,787.6500244140625,800.0,781.0499877929688,800.0,464034.0,792.2025024414063,,2.099788916239117,-0.008995927892199,0.0156795216189127,0.0156795216189127,-0.0083794025474747,Financial Services,9.0
2022-01-12,820.0499877929688,833.0,784.1500244140625,790.0,629256.0,792.8125030517579,,2.4792747776061,0.0411349741314472,-0.0366440927264,0.0157917351378591,-0.0437777744202217,Financial Services,9.0
2022-01-13,822.3499755859375,833.7000122070312,811.0499877929688,823.0,170775.0,792.2325012207032,,2.506213476225634,0.0028046921860931,0.0007904474169886,0.0138019541047673,-0.0137410933646801,Financial Services,9.0
2022-01-14,829.25,831.5,816.5999755859375,823.7000122070312,259710.0,792.7275024414063,,2.587030286960934,0.0083906178864371,-0.0066927799734323,0.0027132951462165,-0.0152547777076424,Financial Services,9.0
2022-01-17,858.5999755859375,861.0,821.1500244140625,834.0,423845.0,795.8225006103515,,2.930793044840489,0.0353933983550648,-0.0286512651821934,0.0027952765924836,-0.0436174612587403,Financial Services,9.0
2022-01-18,843.6500244140625,865.6500244140625,835.7000122070312,861.0,289772.0,798.0925018310547,,2.75569114637517,-0.0174120097798426,0.0205653708099962,0.0260771639463646,-0.0094233532590161,Financial Services,9.0
2022-01-19,819.0999755859375,840.0,818.0,840.0,123509.0,799.0524993896485,,2.468147721798095,-0.0290998021901032,0.0255158406018896,0.0255158406018896,-0.0013429076043502,Financial Services,9.0
2022-01-20,815.4500122070312,825.75,811.0499877929688,818.75,104577.0,799.8700012207031,,2.4253973803670323,-0.0044560657889109,0.0040468302698741,0.0126310474447006,-0.0053958235921215,Financial Services,9.0
2022-01-21,817.2999877929688,828.75,802.2999877929688,811.0499877929688,232980.0,801.3575012207032,,2.4470652930904904,0.0022686560282591,-0.0076471309107412,0.0140095587642803,-0.0183531141857787,Financial Services,9.0
2022-01-24,779.3499755859375,819.8499755859375,775.0,819.8499755859375,218959.0,800.5149993896484,,2.0025742637997364,-0.046433393825823,0.0519663838695201,0.0519663838695201,-0.0055815432375769,Financial Services,9.0
2022-01-25,776.5,791.9500122070312,762.4000244140625,770.0,148007.0,799.6475006103516,,1.96919381125242,-0.0036568623535207,-0.0083708950418545,0.019896989320066,-0.0181583716496297,Financial Services,9.0
2022-01-27,788.5499877929688,804.75,774.0499877929688,775.0,211217.0,799.6549987792969,,2.1103297731545703,0.0155183358570106,-0.0171834227413953,0.0205440523211124,-0.0183881811229029,Financial Services,9.0
2022-01-28,797.8499755859375,809.7000122070312,793.0999755859375,797.0,116479.0,800.0124969482422,,2.219256250541111,0.0117937834467514,-0.0010653325962857,0.0148524622218495,-0.0059535002135102,Financial Services,9.0
2022-01-31,768.0,810.0,761.0,809.0,160188.0,799.029995727539,,1.8696372227496263,-0.0374130181103481,0.0533854166666667,0.0546875,-0.0091145833333333,Financial Services,9.0
2022-02-01,788.0999755859375,799.0,776.75,784.0,145061.0,799.459994506836,,2.1050589872584946,0.0261718432108561,-0.0052023546668545,0.0138307635474275,-0.0144016951370909,Financial Services,9.0
2022-02-02,779.0999755859375,799.7999877929688,775.1500244140625,788.0999755859375,105867.0,799.734994506836,,1.999646128843772,-0.0114198709285692,0.0115517908895215,0.0265691347140184,-0.0050698899957022,Financial Services,9.0
2022-02-03,776.3499755859375,788.9000244140625,772.0,788.9000244140625,83573.0,800.4674926757813,,1.967436644328162,-0.0035297138829093,0.0161654527246595,0.0161654527246595,-0.0056031116413115,Financial Services,9.0
2022-02-04,772.2000122070312,782.0999755859375,768.0,777.0,154012.0,800.0574920654296,,1.91883003298517,-0.0053454801435063,0.0062159903096217,0.0128204651934815,-0.005439021161146,Financial Services,9.0
2022-02-07,772.5999755859375,780.9000244140625,771.5499877929688,772.0,109545.0,800.339990234375,,1.9235146199886943,0.0005179530854488,-0.0007765669232417,0.0107430094361966,-0.0013590316155167,Financial Services,9.0
2022-02-08,773.3499755859375,783.9500122070312,770.0,775.0499877929688,170347.0,799.2674896240235,,1.932299024856588,0.0009707481538958,0.002198244340466,0.0137066489373876,-0.0043317717614193,Financial Services,9.0
2022-02-09,774.8499755859375,788.9500122070312,771.25,776.0,803081.0,798.6274871826172,,1.949867834592375,0.0019396134316335,0.0014841897790509,0.0181971182362512,-0.0046460291661172,Financial Services,9.0
