Date_Ticker,Close_SUVENPHAR.NS,High_SUVENPHAR.NS,Low_SUVENPHAR.NS,Open_SUVENPHAR.NS,Volume_SUVENPHAR.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-03-09,165.5148162841797,165.5148162841797,157.63316407492846,157.63316407492846,833814.0,,,-1.5751757635610002,,-0.0476190131264071,0.0,-0.0476190131264071,Healthcare,11.0
2020-03-11,158.46798706054688,173.78933229644838,157.2403144461523,173.78933229644838,1750736.0,,,-1.6041301685889882,-0.0425752170218634,0.0966841664370203,0.0966841664370203,-0.0077471332675256,Healthcare,11.0
2020-03-12,150.56175231933594,150.56175231933594,150.56175231933594,150.56175231933594,77238.0,,,-1.6366157469503375,-0.0498916840420907,0.0,0.0,0.0,Healthcare,11.0
2020-03-13,143.04840087890625,151.7403286092721,143.04840087890625,143.04840087890625,510090.0,,,-1.6674870244880764,-0.0499021253717487,0.0,0.0607621453784985,0.0,Healthcare,11.0
2020-03-16,135.90333557128906,135.90333557128906,135.90333557128906,135.90333557128906,41272.0,,,-1.6968450674181306,-0.0499485856795117,0.0,0.0,0.0,Healthcare,11.0
2020-03-17,131.97479248046875,135.28950819858284,129.12659830236157,129.12659830236157,380126.0,,,-1.712986884427125,-0.0289068923459907,-0.0215813499273256,0.0251162790697674,-0.0215813499273256,Healthcare,11.0
2020-03-18,125.39447784423828,130.13329091228732,125.39447784423828,128.16901482304527,391210.0,,,-1.7400244482934435,-0.0498603900983917,0.0221264686173296,0.0377912420827293,0.0,Healthcare,11.0
2020-03-19,119.1333465576172,119.1333465576172,119.1333465576172,119.1333465576172,90458.0,,,-1.7657505338069477,-0.049931475406744,0.0,0.0,0.0,Healthcare,11.0
2020-03-20,113.19141387939452,113.19141387939452,113.19141387939452,113.19141387939452,31164.0,,,-1.7901650782714722,-0.0498763180076446,0.0,0.0,0.0,Healthcare,11.0
2020-03-23,107.54411315917967,107.54411315917967,107.54411315917967,107.54411315917967,27914.0,,,-1.8133690225106165,-0.0498915997836376,0.0,0.0,0.0,Healthcare,11.0
2020-03-24,101.7003936767578,106.26732941726772,86.03528796081736,86.03528796081736,595554.0,,,-1.8373800231173203,-0.0543378834113624,-0.1540319083299722,0.0449057823219971,-0.1540319083299722,Healthcare,11.0
2020-03-25,111.39901733398438,116.13783068388028,92.37009158768264,92.37009158768264,243040.0,,,-1.7975297771877623,0.0953646618915994,-0.1708177163650491,0.0425390947182999,-0.1708177163650491,Healthcare,11.0
2020-03-26,104.2539520263672,116.38335504039196,102.7561900514853,116.38335504039196,392618.0,,,-1.8268878201178167,-0.0641393925962168,0.1163447790541032,0.1163447790541032,-0.0143664767212189,Healthcare,11.0
2020-03-27,101.74949645996094,111.47266426929878,100.20263208959469,104.84323269381184,236976.0,,,-1.837178266862451,-0.024022643916394,0.0304054205817942,0.0955598616958657,-0.0152026734694944,Healthcare,11.0
2020-03-30,93.72052764892578,100.59549408918512,86.20716996916146,98.92585488639374,335078.0,,,-1.8701681418167284,-0.0789091748890826,0.0555409510386768,0.0733560364279291,-0.0801676843722981,Healthcare,11.0
2020-03-31,98.72942352294922,110.4414146265817,94.80087153988728,97.64907322623084,357620.0,,,-1.849587311023624,0.0534450242617776,-0.0109425362588818,0.1186271598244477,-0.039791096138111,Healthcare,11.0
2020-04-01,106.09546661376952,108.50170189036702,99.19594516667182,99.19594516667182,293168.0,,,-1.8193213022504933,0.074608387530067,-0.0650312559745344,0.0226799066293488,-0.0650312559745344,Healthcare,11.0
2020-04-03,108.03518676757812,112.57757530212405,103.61556549072266,108.03518676757812,1125388.0,,,-1.8113512718734308,0.018282780741895,0.0,0.0420454545454547,-0.0409090909090908,Healthcare,11.0
2020-04-07,129.64222717285156,129.64222717285156,109.75393095883456,109.75393095883456,349670.0,,,-1.7225710588873886,0.2000000282478135,-0.1534090909090909,0.0,-0.1534090909090909,Healthcare,11.0
2020-04-08,138.8988800048828,152.94345744942882,135.04398507017748,145.8475038757917,415968.0,122.24795036315918,,-1.684536807340147,0.0714015258291527,0.050026493162973,0.1011136838832127,-0.0277532470713213,Healthcare,11.0
2020-04-09,152.4032745361328,152.77157630398898,139.95467178534662,144.22697828697318,1505448.0,121.59237327575684,,-1.6290491977349322,0.0972246466693991,-0.0536490851265872,0.0024166263420333,-0.0816819900272863,Healthcare,11.0
