Date_Ticker,Close_DMART.NS,High_DMART.NS,Low_DMART.NS,Open_DMART.NS,Volume_DMART.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,1876.949951171875,1897.9000244140625,1865.0999755859373,1886.0,697206.0,,,-2.013817831155916,,0.0048216782884777,0.0111617644514747,-0.0063134211855456,Consumer Services,6.0
2020-01-13,1914.6500244140625,1940.1500244140625,1880.0,1925.0,2138099.0,,,-1.9698827515128976,0.0200858170025521,0.0054056749034878,0.0133183608883318,-0.0180973148994508,Consumer Services,6.0
2020-01-14,1930.75,1940.0,1892.1500244140625,1902.0,1407288.0,,,-1.9511200900964405,0.0084088347116411,-0.014890586559627,0.0047908843713582,-0.0199922183534572,Consumer Services,6.0
2020-01-15,1933.550048828125,1946.0,1920.050048828125,1938.0,551142.0,,,-1.94785695669408,0.0014502389372653,0.002301440903778,0.0064389081520908,-0.0069819759815278,Consumer Services,6.0
2020-01-16,1946.050048828125,1951.449951171875,1922.0,1938.699951171875,521815.0,,,-1.9332896508957675,0.0064647925754887,-0.003776931462105,0.0027748013711166,-0.0123583917292402,Consumer Services,6.0
2020-01-17,1990.550048828125,2000.0,1932.4000244140625,1948.0,887334.0,,,-1.881430042253775,0.0228668322414405,-0.0213760256132092,0.0047474069679576,-0.0292130431225763,Consumer Services,6.0
2020-01-20,1936.6500244140625,2004.449951171875,1927.0,2000.0,467366.0,,,-1.944244293307868,-0.0270779548827694,0.0327111118618885,0.0350088688731076,-0.0049828437210703,Consumer Services,6.0
2020-01-21,1912.3499755859373,1959.550048828125,1901.9000244140625,1930.0,321554.0,,,-1.9725631926833256,-0.0125474652217955,0.0092294949352325,0.0246817129943621,-0.0054644554110306,Consumer Services,6.0
2020-01-22,1914.699951171875,1932.0,1907.5999755859373,1930.0,283551.0,,,-1.969824567645012,0.0012288417998475,0.0079908336649618,0.0090353837516612,-0.0037081400569274,Consumer Services,6.0
2020-01-23,1924.699951171875,1929.050048828125,1910.0999755859373,1920.0,203734.0,,,-1.9581707230063616,0.0052227504334972,-0.0024419136962171,0.00226014327771,-0.0075855852633279,Consumer Services,6.0
2020-01-24,1948.5999755859373,1961.0999755859373,1918.1500244140625,1927.050048828125,404536.0,,,-1.9303180058682192,0.0124175326130759,-0.0110591845570214,0.0064148620325428,-0.0156265788532193,Consumer Services,6.0
2020-01-27,1951.5,1961.5,1928.0999755859373,1945.5,306182.0,,,-1.9269383624712413,0.0014882605205773,-0.0030745580322828,0.005124263387138,-0.0119907888363117,Consumer Services,6.0
2020-01-28,1930.449951171875,1958.0,1922.199951171875,1944.699951171875,198741.0,,,-1.9514697623391384,-0.010786599450743,0.0073816987544015,0.0142713095521593,-0.0042736150683377,Consumer Services,6.0
2020-01-29,1974.6500244140625,1984.25,1928.0,1932.0,481606.0,,,-1.8999596836809975,0.0228962544278114,-0.0215987764346838,0.0048616086229185,-0.0236244518457922,Consumer Services,6.0
2020-01-30,2051.300048828125,2064.0,1977.800048828125,1977.800048828125,1640477.0,,,-1.810632936073976,0.0388170174291046,-0.035830935626404,0.0061911718761622,-0.035830935626404,Consumer Services,6.0
2020-01-31,2133.949951171875,2145.050048828125,2061.0,2064.050048828125,1572997.0,,,-1.7143140239426105,0.040291473883095,-0.0327561114099063,0.0052016672884733,-0.0341854086745633,Consumer Services,6.0
2020-02-03,2131.64990234375,2157.699951171875,2081.0,2084.0,730661.0,,,-1.7169944651130382,-0.0010778363507831,-0.022353531080014,0.012220603767759,-0.0237608916398797,Consumer Services,6.0
2020-02-04,2155.300048828125,2172.89990234375,2112.0,2145.0,601931.0,,,-1.689432951832016,0.0110947611323846,-0.0047789396347507,0.0081658484280155,-0.0200900328711391,Consumer Services,6.0
2020-02-05,2248.89990234375,2274.0,2160.0,2160.0,1100397.0,,,-1.5803531367248669,0.0434277601239404,-0.0395303953951443,0.0111610559590007,-0.0395303953951443,Consumer Services,6.0
2020-02-06,2294.35009765625,2360.0,2255.0,2255.0,1760624.0,2005.0774963378904,,-1.5273861852280493,0.0202099681115788,-0.017150868865413,0.0286137248237805,-0.017150868865413,Consumer Services,6.0
2020-02-07,2287.199951171875,2330.0,2270.0,2295.0,917281.0,2025.5899963378904,,-1.535718854855299,-0.0031164147492917,0.0034103047370774,0.0187128584040918,-0.0075200907393612,Consumer Services,6.0
2020-02-10,2483.64990234375,2537.449951171875,2287.199951171875,2287.199951171875,2504235.0,2054.039990234375,,-1.3067791338325576,0.085891026305427,-0.0790972797681713,0.0216616878157245,-0.0790972797681713,Consumer Services,6.0
2020-02-11,2394.5,2480.0,2381.0,2480.0,1890047.0,2077.227490234375,,-1.410673044979046,-0.0358947137676778,0.0357068281478387,0.0357068281478387,-0.0056379202338693,Consumer Services,6.0
2020-02-12,2482.14990234375,2526.0,2380.0,2390.0,2099102.0,2104.6574829101564,,-1.3085272105283552,0.0366046783644811,-0.0371250351385862,0.0176661762510172,-0.0411538006819394,Consumer Services,6.0
2020-02-13,2544.14990234375,2560.0,2442.800048828125,2478.0,2369901.0,2134.5624755859376,,-1.236273373768725,0.0249783463687898,-0.0260007880364323,0.0062300172020715,-0.0398364315806464,Consumer Services,6.0
2020-02-14,2408.35009765625,2499.0,2373.0,2440.0,4717819.0,2155.452478027344,,-1.3945323563474392,-0.0533772811745082,0.0131417364836412,0.037639835849434,-0.014678139067344,Consumer Services,6.0
2020-02-17,2339.449951171875,2379.300048828125,2330.050048828125,2354.5,3097697.0,2175.5924743652345,,-1.4748275166183529,-0.0286088582185069,0.0064331569993989,0.0170339603274216,-0.0040179967684461,Consumer Services,6.0
2020-02-18,2364.89990234375,2384.60009765625,2305.050048828125,2334.949951171875,2017080.0,2198.219970703125,,-1.4451685389165263,0.0108786046733449,-0.0126643631479678,0.0083302448839277,-0.025307563105022,Consumer Services,6.0
2020-02-19,2424.5,2437.0,2372.10009765625,2385.0,1759543.0,2223.7099731445314,,-1.375711511063096,0.025201953620609,-0.0162920189729841,0.0051557022066406,-0.0216126633713136,Consumer Services,6.0
2020-02-20,2462.64990234375,2485.0,2430.0,2433.0,1359803.0,2250.607470703125,,-1.3312522075737228,0.0157351628557434,-0.0120398365661037,0.0090756293190432,-0.0132580365210159,Consumer Services,6.0
2020-02-24,2389.699951171875,2448.800048828125,2370.0,2448.800048828125,651480.0,2272.662469482422,,-1.4162669473091365,-0.0296225424094781,0.0247311791705349,0.0247311791705349,-0.0082436923356066,Consumer Services,6.0
2020-02-25,2331.75,2429.0,2308.0,2399.0,1007451.0,2291.674969482422,,-1.483800920086575,-0.0242498859086711,0.0288409992494906,0.041706872520639,-0.0101854830063257,Consumer Services,6.0
2020-02-26,2358.39990234375,2419.0,2305.050048828125,2326.85009765625,1302206.0,2313.0724670410154,,-1.4527435379316491,0.0114291422081055,-0.0133776314424649,0.0256954291746815,-0.0226212074816516,Consumer Services,6.0
2020-02-27,2319.699951171875,2370.0,2310.0,2347.300048828125,727447.0,2330.3249633789064,,-1.4978438597796864,-0.0164094100976748,0.0118981326193963,0.021683859933141,-0.0041815542423815,Consumer Services,6.0
2020-02-28,2323.949951171875,2377.35009765625,2180.0,2279.89990234375,1813565.0,2343.9574584960938,,-1.4928909758082602,0.0018321335040995,-0.0189548181990375,0.0229781826658734,-0.0619419325701428,Consumer Services,6.0
2020-03-02,2228.949951171875,2340.0,2220.0,2335.0,2050214.0,2348.7074584960938,,-1.6036024998754352,-0.0408786772503836,0.0475784791723874,0.0498216879072319,-0.0040153217290364,Consumer Services,6.0
2020-03-03,2233.050048828125,2274.0,2172.949951171875,2228.0,1252459.0,2353.7774658203125,,-1.5988243097665122,0.0018394749752431,-0.0022615027508117,0.0183381251098089,-0.026913905350124,Consumer Services,6.0
2020-03-04,2198.449951171875,2270.0,2150.0,2260.0,443605.0,2355.9349609375,,-1.639146726023318,-0.0154945464273887,0.0279970207169446,0.032545680100648,-0.0220382325037915,Consumer Services,6.0
2020-03-05,2247.199951171875,2252.0,2150.0,2200.0,363292.0,2355.849963378906,,-1.582334233409899,0.0221747144955535,-0.021003894712289,0.0021360132308752,-0.0432538061961006,Consumer Services,6.0
2020-03-06,2242.14990234375,2250.0,2136.10009765625,2174.89990234375,581223.0,2353.239953613281,,-1.5882194818559556,-0.0022472627882941,-0.0299935342992467,0.0035011475584412,-0.0472982669787799,Consumer Services,6.0
2020-03-09,2145.699951171875,2200.0,2130.050048828125,2185.0,461400.0,2346.1649536132813,,-1.700620756492197,-0.0430167274146365,0.0183157243428473,0.0253064501392512,-0.0072936117350437,Consumer Services,6.0
2020-03-11,2109.949951171875,2223.300048828125,2075.0,2146.800048828125,298466.0,2327.479956054688,,-1.7422832510753703,-0.0166612298147628,0.0174649155236044,0.053721699698751,-0.0165643508048443,Consumer Services,6.0
2020-03-12,2004.5,2049.0,2004.5,2049.0,497643.0,2307.979956054688,,-1.8651729858863968,-0.0499774656329206,0.0222000498877525,0.0222000498877525,0.0,Consumer Services,6.0
2020-03-13,2101.0,2104.699951171875,1904.300048828125,1904.300048828125,1163341.0,2288.9224609375,,-1.752713385123424,0.0481416812172611,-0.0936220614811399,0.0017610429185506,-0.0936220614811399,Consumer Services,6.0
2020-03-16,1996.300048828125,2095.0,1995.949951171875,1995.949951171875,588564.0,2261.5299682617188,,-1.8747290815865516,-0.0498333894202165,-0.0001753732643825,0.0494414410448038,-0.0001753732643825,Consumer Services,6.0
2020-03-17,2021.949951171875,2096.10009765625,1912.0,1945.0,609788.0,2242.2099609375,,-1.8448370838954904,0.0128487209920207,-0.0380572976731083,0.0366725924355344,-0.0543781764272407,Consumer Services,6.0
2020-03-18,1920.9000244140625,2060.0,1920.9000244140625,2050.10009765625,702064.0,2221.2824645996093,,-1.9625990986137416,-0.0499764728099458,0.0672601757509987,0.0724139589869428,0.0,Consumer Services,6.0
2020-03-19,1824.9000244140625,1840.0,1824.9000244140625,1824.9000244140625,665388.0,2194.282470703125,,-2.0744760071447814,-0.0499765728459934,0.0,0.0082744125069458,0.0,Consumer Services,6.0
2020-03-20,1916.0999755859373,1916.0999755859373,1733.699951171875,1790.0,505707.0,2168.862469482422,,-1.968193000943832,0.0499753136893937,-0.0658107495395048,0.0,-0.0951933754700273,Consumer Services,6.0
2020-03-23,1820.300048828125,1900.0,1820.300048828125,1820.300048828125,358447.0,2136.744976806641,2140.5589794921875,-2.079836747226792,-0.0499973529452799,0.0,0.0437839636510388,0.0,Consumer Services,6.0
2020-03-24,1808.699951171875,1900.0,1729.300048828125,1838.0,547216.0,2107.6949768066406,2139.1939794921877,-2.093355320814702,-0.0063726294265156,0.016199507723291,0.050478272401661,-0.0438988801278542,Consumer Services,6.0
2020-03-25,1899.0999755859373,1899.0999755859373,1760.199951171875,1798.699951171875,475433.0,2086.0624755859376,2138.882978515625,-1.9880045368295367,0.0499806639323959,-0.0528671611314647,0.0,-0.0731399221735059,Consumer Services,6.0
2020-03-26,1994.050048828125,1994.050048828125,1950.0,1980.0,315196.0,2067.8449829101564,2140.148979492188,-1.877351196630248,0.0499974063834591,-0.0070459860505417,0.0,-0.0220907438376547,Consumer Services,6.0
